2839.0,4415.3,179.6,324203.7,2839.0,4415.3,179.6,0.0
2840.3,4396.4,178.8,323538.9,2838.9,4415.2,179.6,18.8
2838.7,4394.4,178.8,343575.1,2840.3,4396.4,178.8,2.5
2838.7,4394.0,178.8,343509.8,2838.7,4394.4,178.8,0.4
2837.6,4416.6,179.7,323895.6,2837.6,4416.6,179.7,0.0
2848.0,4405.6,179.3,369154.2,2837.5,4416.5,179.7,15.1
2839.6,4418.8,179.7,244154.5,2848.0,4405.6,179.3,15.7
2842.9,4400.1,178.9,317730.5,2839.6,4418.8,179.7,19.0
2841.0,4397.8,178.8,301191.9,2841.0,4397.8,178.8,0.0
2847.8,4405.8,179.3,323048.6,2840.9,4397.8,178.8,10.6
2843.0,4400.1,178.9,268941.1,2847.8,4405.8,179.3,7.5
2837.9,4393.3,178.1,277512.8,2843.0,4400.1,178.9,8.5
2801.6,4392.8,177.9,385891.5,2801.6,4392.8,177.9,0.0
2759.1,4398.4,176.3,301423.6,2801.5,4392.9,177.9,42.8
2698.4,4388.0,173.1,257219.8,2759.1,4398.4,176.3,61.6
2641.1,4412.2,171.2,122262.8,2698.4,4388.0,173.1,62.2
2625.8,4427.9,164.4,316586.7,2625.8,4427.9,164.4,0.0
2710.3,4428.6,142.6,497782.8,2625.8,4428.0,164.4,84.4
2677.6,4425.7,120.2,635848.3,2710.3,4428.6,142.6,32.8
2560.3,4322.9,113.1,731006.0,2677.6,4425.7,120.2,156.0
2585.8,4356.8,117.7,734116.8,2585.8,4356.8,117.7,0.0
2826.5,4506.6,129.4,675299.7,2585.8,4356.7,117.7,283.6
2832.5,4558.8,149.8,509353.8,2826.5,4506.6,129.4,52.5
1643.8,4652.4,192.8,429196.2,2832.5,4558.8,149.8,1192.4
1829.4,4732.7,197.7,200221.6,1829.4,4732.7,197.7,0.0
1946.8,4764.3,200.7,196830.6,1829.2,4732.7,197.7,121.8
2228.0,4654.1,192.1,81787.9,1946.8,4764.3,200.7,302.0
1893.4,4753.2,212.6,189113.2,2228.0,4654.1,192.1,349.0
1913.8,4739.1,211.1,195606.8,1913.8,4739.1,211.1,0.0
1830.7,4729.3,214.9,245254.6,1913.7,4739.1,211.1,83.6
1818.6,4688.7,212.5,261799.7,1830.7,4729.3,214.9,42.4
2015.7,4574.6,198.7,62209.7,1818.6,4688.7,212.5,227.8
1953.1,4562.5,206.7,83861.1,1953.1,4562.5,206.7,0.0
1888.4,4498.3,213.1,102673.6,1953.2,4562.5,206.7,91.2
1855.8,4488.7,217.0,62657.6,1888.4,4498.3,213.1,34.0
1774.6,4453.5,219.6,45927.3,1855.8,4488.7,217.0,88.5
1710.4,4405.7,218.9,43047.1,1710.4,4405.7,218.9,0.0
1679.5,4366.1,218.6,57062.8,1710.4,4405.6,218.9,50.1
1641.3,4346.3,218.3,71303.8,1679.5,4366.1,218.6,43.1
1620.7,4333.6,215.1,48701.5,1641.3,4346.3,218.3,24.2
1401.6,4334.9,202.7,137965.5,1401.6,4334.9,202.7,0.0
