2823.3,4111.7,176.2,182930.7,2823.3,4111.7,176.2,0.0
2832.6,4091.3,175.5,215718.0,2823.3,4111.7,176.2,22.4
2828.1,4101.8,175.9,199237.0,2832.6,4091.3,175.5,11.4
2827.7,4101.6,175.9,182951.0,2828.1,4101.8,175.9,0.5
2827.4,4100.9,175.8,215685.3,2827.4,4100.9,175.8,0.0
2827.6,4101.5,175.9,198893.3,2827.4,4100.9,175.8,0.6
2811.6,4104.9,175.8,216050.6,2827.6,4101.5,175.9,16.4
2791.3,4116.3,176.4,188161.6,2811.6,4104.9,175.8,23.2
2753.1,4105.0,175.9,159911.0,2753.1,4105.0,175.9,0.0
2675.4,4131.4,176.7,104338.8,2753.1,4105.0,175.9,82.1
2635.3,4109.7,175.7,8893.2,2675.4,4131.4,176.7,45.6
2544.0,4132.7,176.8,106415.0,2635.3,4109.7,175.7,94.1
2483.8,4164.3,178.1,130796.9,2483.8,4164.3,178.1,0.0
2408.7,4158.6,178.0,114279.2,2483.8,4164.3,178.1,75.4
2360.6,4131.8,176.8,4987.6,2408.7,4158.6,178.0,55.0
2286.1,4134.6,176.4,5411.1,2360.6,4131.8,176.8,74.6
2257.9,4144.8,177.8,53328.5,2257.9,4144.8,177.8,0.0
2006.9,4306.8,184.2,258844.7,2257.9,4144.8,177.8,298.8
1375.6,4230.0,207.2,268187.5,2006.9,4306.8,184.2,635.9
2000.3,4158.5,175.9,79020.1,1375.6,4230.0,207.2,628.8
1935.0,4190.9,179.0,71529.7,1935.0,4190.9,179.0,0.0
1851.8,4271.8,185.0,139934.8,1935.0,4190.9,179.0,116.1
1829.4,4080.5,170.5,143581.1,1851.8,4271.8,185.0,192.6
1736.5,4160.6,173.7,290384.8,1829.4,4080.5,170.5,122.6
1620.1,4275.2,177.9,459329.7,1620.1,4275.2,177.9,0.0
1408.4,4351.6,185.0,133981.0,1620.1,4275.2,177.9,225.1
1409.4,4353.2,182.9,254328.0,1408.4,4351.6,185.0,1.8
1399.2,4306.2,181.1,294968.4,1409.4,4353.2,182.9,48.0
1394.6,4343.5,180.7,355994.0,1394.6,4343.5,180.7,0.0
1324.7,4263.3,181.9,401249.5,1394.6,4343.5,180.7,106.3
1212.2,4260.9,187.5,395729.7,1324.7,4263.3,181.9,112.6
1273.3,4307.4,190.8,197845.7,1212.2,4260.9,187.5,76.8
1276.5,4350.5,193.8,346935.0,1276.5,4350.5,193.8,0.0
1186.4,4279.5,197.6,345924.7,1276.5,4350.5,193.8,114.7
1156.6,4255.5,197.7,340395.1,1186.4,4279.5,197.6,38.3
1129.6,4272.4,198.6,358176.8,1156.6,4255.5,197.7,31.8
1185.4,4278.1,193.7,163021.6,1185.4,4278.1,193.7,0.0
1132.0,4318.2,195.2,159955.2,1185.4,4278.1,193.7,66.9
1129.7,4234.2,193.9,152477.0,1132.0,4318.2,195.2,84.1
1047.8,4282.8,197.1,135349.4,1129.7,4234.2,193.9,95.2
1022.8,4257.0,197.5,133898.8,1022.8,4257.0,197.5,0.0
972.8,4232.2,198.4,191088.4,1022.8,4257.0,197.5,55.8
948.4,4220.2,199.2,128442.8,972.8,4232.2,198.4,27.2
910.3,4132.9,203.2,262173.6,948.4,4220.2,199.2,95.2
891.6,4203.0,208.0,140306.1,891.6,4203.0,208.0,0.0
882.1,4220.9,212.1,135948.0,891.6,4203.0,208.0,20.3
892.7,4199.8,214.0,136266.5,882.1,4220.9,212.1,23.6
864.8,4179.1,214.1,139580.0,892.7,4199.8,214.0,34.8
810.1,4140.4,215.5,132997.5,810.1,4140.4,215.5,0.0
805.1,4133.7,216.3,121459.0,810.1,4140.4,215.5,8.3
773.8,4080.9,220.7,135887.4,805.1,4133.7,216.3,61.4
789.2,4030.2,224.5,124281.6,773.8,4080.9,220.7,53.0
770.5,4009.8,231.2,125654.4,770.5,4009.8,231.2,0.0
744.4,3988.5,237.0,124264.4,770.5,4009.8,231.2,33.7
751.4,3992.2,240.0,42664.2,744.4,3988.5,237.0,7.9
732.0,3963.6,242.5,25741.0,751.4,3992.2,240.0,34.5
715.0,3934.5,243.2,25920.9,715.0,3934.5,243.2,0.0
680.7,3890.3,243.6,25871.9,715.0,3934.5,243.2,56.0
662.4,3866.9,244.3,22378.9,680.7,3890.3,243.6,29.7
688.5,3830.7,244.3,14893.6,662.4,3866.9,244.3,44.6
650.9,3772.8,244.5,76674.7,650.9,3772.8,244.5,0.0
628.8,3744.4,246.5,80174.8,650.9,3772.8,244.5,36.0
609.9,3704.7,248.6,92854.0,628.8,3744.4,246.5,44.0
604.6,3709.0,249.0,109713.3,609.9,3704.7,248.6,6.9
626.8,3681.1,251.2,98864.8,626.8,3681.1,251.2,0.0
619.6,3680.2,256.0,142381.4,626.8,3681.1,251.2,7.3
641.9,3664.6,264.2,194122.9,619.6,3680.2,256.0,27.2
645.5,3670.9,270.3,293547.7,641.9,3664.6,264.2,7.3
567.6,3552.9,273.6,329890.5,567.6,3552.9,273.6,0.0
567.7,3533.4,274.5,340139.9,567.6,3552.9,273.6,19.5
587.2,3470.6,278.3,333797.2,567.7,3533.4,274.5,65.7
618.5,3454.7,283.4,26415.7,587.2,3470.6,278.3,35.2
613.7,3391.1,291.9,56255.7,613.7,3391.1,291.9,0.0
640.1,3349.0,300.3,57807.6,613.7,3391.1,291.9,49.7
664.1,3311.8,309.0,66667.7,640.1,3349.0,300.3,44.3
655.1,3286.7,315.8,192530.8,664.1,3311.8,309.0,26.7
692.8,3267.1,315.5,129009.2,692.8,3267.1,315.5,0.0
740.6,3262.7,315.4,119319.8,692.8,3267.1,315.5,48.1
776.7,3218.6,315.6,91156.5,740.6,3262.7,315.4,57.0
807.7,3185.8,316.0,137269.2,776.7,3218.6,315.6,45.1
849.0,3170.3,316.3,156160.7,849.0,3170.3,316.3,0.0
848.9,3135.7,318.1,150759.7,849.0,3170.3,316.3,34.6
880.0,3125.8,319.0,169446.9,848.9,3135.7,318.1,32.7
903.0,3112.0,321.3,155779.6,880.0,3125.8,319.0,26.8
925.3,3093.6,327.3,221010.1,925.3,3093.6,327.3,0.0
948.5,3067.3,336.4,181392.1,925.3,3093.6,327.3,35.1
990.5,3052.0,342.1,15058.8,948.5,3067.3,336.4,44.7
1041.7,3035.6,343.7,10193.0,990.5,3052.0,342.1,53.7
1054.6,3010.1,345.2,64156.8,1054.6,3010.1,345.2,0.0
